proc_code,continent,area_code,area,process,product,chips,residues,shrinkage
p04,AFR,4,Algeria,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,7,Angola,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,20,Botswana,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,29,Burundi,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,32,Cameroon,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,35,Cabo Verde,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,37,Central African Republic,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,39,Chad,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,45,Comoros,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,46,Congo,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,53,Benin,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,59,Egypt,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,61,Equatorial Guinea,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,72,Djibouti,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,74,Gabon,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,75,Gambia,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,81,Ghana,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,90,Guinea,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,107,Cote d'Ivoire,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,114,Kenya,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,122,Lesotho,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,123,Liberia,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,124,Libya,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,129,Madagascar,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,130,Malawi,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,133,Mali,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,136,Mauritania,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,137,Mauritius,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,143,Morocco,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,144,Mozambique,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,147,Namibia,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,158,Niger,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,159,Nigeria,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,175,Guinea-Bissau,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,178,Eritrea,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,181,Zimbabwe,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,182,Reunion,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,184,Rwanda,"Sawmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
p04,AFR,187,"Saint Helena, Ascension and Tristan da Cunha","Sawnmill industry, coniferous",0.494845360824742,0.206185567010309,0.298969072164948,3
